source,date,mmdd,month,day,weekday,value,abundance,description
dog_bites,2024-01-15,01-15,January,15,Monday,7.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-01-15,01-15,January,15,Monday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-01-15,01-15,January,15,Monday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-01-15,01-15,January,15,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-01-15,01-15,January,15,Monday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,2024-01-15,01-15,January,15,Monday,68.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,2024-01-15,01-15,January,15,Monday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-01-15,01-15,January,15,Monday,4916.0,Very Low,Number of NYC Ferry boardings
watershed_wq_temperature,2024-01-15,01-15,January,15,Monday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-01-15,01-15,January,15,Monday,316.0,Medium,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-01-15,01-15,January,15,Monday,2704.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_fecal_coliform,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_noise_street,2024-01-16,01-16,January,16,Tuesday,60.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-01-16,01-16,January,16,Tuesday,2669.0,Very High,Number of heat and hot water complaints to 311
dog_bites,2024-01-16,01-16,January,16,Tuesday,13.0,High,Number of dog bite incidents reported to DOHMH
arrests,2024-01-16,01-16,January,16,Tuesday,571.0,Very Low,Number of NYPD arrests
311_street_condition,2024-01-16,01-16,January,16,Tuesday,164.0,Low,Number of street condition complaints to 311
watershed_wq_dissolved_oxygen,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-01-16,01-16,January,16,Tuesday,484.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_nitrogen,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,2024-01-16,01-16,January,16,Tuesday,70.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,2024-01-16,01-16,January,16,Tuesday,8870.0,Very Low,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-01-16,01-16,January,16,Tuesday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-01-17,01-17,January,17,Wednesday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-01-17,01-17,January,17,Wednesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-01-17,01-17,January,17,Wednesday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-01-17,01-17,January,17,Wednesday,10.0,Low,Number of dog bite incidents reported to DOHMH
311_street_condition,2024-01-17,01-17,January,17,Wednesday,175.0,Medium,Number of street condition complaints to 311
311_heat_hotwater,2024-01-17,01-17,January,17,Wednesday,3298.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_total_phosphorus,2024-01-17,01-17,January,17,Wednesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,2024-01-17,01-17,January,17,Wednesday,845.0,High,Number of NYPD arrests
watershed_wq_turbidity,2024-01-17,01-17,January,17,Wednesday,3.3,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_noise_street,2024-01-17,01-17,January,17,Wednesday,43.0,Very Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,2024-01-17,01-17,January,17,Wednesday,478.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_temperature,2024-01-17,01-17,January,17,Wednesday,3.5,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-01-17,01-17,January,17,Wednesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-01-17,01-17,January,17,Wednesday,90.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,2024-01-17,01-17,January,17,Wednesday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-01-17,01-17,January,17,Wednesday,10680.0,Very Low,Number of NYC Ferry boardings
dog_bites,2024-01-18,01-18,January,18,Thursday,5.0,Very Low,Number of dog bite incidents reported to DOHMH
arrests,2024-01-18,01-18,January,18,Thursday,851.0,Very High,Number of NYPD arrests
311_unsanitary,2024-01-18,01-18,January,18,Thursday,464.0,Very High,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-01-18,01-18,January,18,Thursday,3784.0,Very High,Number of heat and hot water complaints to 311
311_street_condition,2024-01-18,01-18,January,18,Thursday,180.0,Medium,Number of street condition complaints to 311
watershed_wq_dissolved_oxygen,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-01-18,01-18,January,18,Thursday,11046.0,Very Low,Number of NYC Ferry boardings
watershed_wq_total_phosphorus,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-01-18,01-18,January,18,Thursday,61.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_turbidity,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,2024-01-18,01-18,January,18,Thursday,60.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,2024-01-18,01-18,January,18,Thursday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,2024-01-19,01-19,January,19,Friday,707.0,Medium,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-01-19,01-19,January,19,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-01-19,01-19,January,19,Friday,2244.0,Very High,Number of heat and hot water complaints to 311
311_street_condition,2024-01-19,01-19,January,19,Friday,108.0,Very Low,Number of street condition complaints to 311
311_dhs,2024-01-19,01-19,January,19,Friday,63.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,2024-01-19,01-19,January,19,Friday,368.0,Medium,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,2024-01-19,01-19,January,19,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
dog_bites,2024-01-19,01-19,January,19,Friday,11.0,Medium,Number of dog bite incidents reported to DOHMH
ferry_ridership,2024-01-19,01-19,January,19,Friday,7597.0,Very Low,Number of NYC Ferry boardings
watershed_wq_ph,2024-01-19,01-19,January,19,Friday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-01-19,01-19,January,19,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-01-19,01-19,January,19,Friday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-01-19,01-19,January,19,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-01-19,01-19,January,19,Friday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-01-19,01-19,January,19,Friday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-01-19,01-19,January,19,Friday,76.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-01-20,01-20,January,20,Saturday,73.0,Very Low,Number of street condition complaints to 311
watershed_wq_total_plankton,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,2024-01-20,01-20,January,20,Saturday,5277.0,Very Low,Number of NYC Ferry boardings
dog_bites,2024-01-20,01-20,January,20,Saturday,9.0,Low,Number of dog bite incidents reported to DOHMH
arrests,2024-01-20,01-20,January,20,Saturday,554.0,Very Low,Number of NYPD arrests
311_heat_hotwater,2024-01-20,01-20,January,20,Saturday,2901.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_dissolved_oxygen,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-01-20,01-20,January,20,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,2024-01-20,01-20,January,20,Saturday,80.0,Very Low,Number of street and sidewalk noise complaints to 311
311_dhs,2024-01-20,01-20,January,20,Saturday,68.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,2024-01-20,01-20,January,20,Saturday,231.0,Low,Number of unsanitary condition complaints to 311
arrests,2024-01-21,01-21,January,21,Sunday,547.0,Very Low,Number of NYPD arrests
watershed_wq_total_phosphorus,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,2024-01-21,01-21,January,21,Sunday,88.0,Very Low,Number of street and sidewalk noise complaints to 311
311_dhs,2024-01-21,01-21,January,21,Sunday,59.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-01-21,01-21,January,21,Sunday,4739.0,Very Low,Number of NYC Ferry boardings
watershed_wq_fecal_coliform,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-01-21,01-21,January,21,Sunday,78.0,Very Low,Number of street condition complaints to 311
dog_bites,2024-01-21,01-21,January,21,Sunday,11.0,Medium,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,2024-01-21,01-21,January,21,Sunday,2993.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,2024-01-21,01-21,January,21,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_unsanitary,2024-01-21,01-21,January,21,Sunday,268.0,Low,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,2024-01-22,01-22,January,22,Monday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
dog_bites,2024-01-22,01-22,January,22,Monday,6.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,2024-01-22,01-22,January,22,Monday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,2024-01-22,01-22,January,22,Monday,646.0,Low,Number of NYPD arrests
311_noise_street,2024-01-22,01-22,January,22,Monday,89.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_turbidity,2024-01-22,01-22,January,22,Monday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-01-22,01-22,January,22,Monday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-01-22,01-22,January,22,Monday,2218.0,Very High,Number of heat and hot water complaints to 311
ferry_ridership,2024-01-22,01-22,January,22,Monday,10361.0,Very Low,Number of NYC Ferry boardings
311_unsanitary,2024-01-22,01-22,January,22,Monday,462.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_fecal_coliform,2024-01-22,01-22,January,22,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,2024-01-22,01-22,January,22,Monday,71.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,2024-01-22,01-22,January,22,Monday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-01-22,01-22,January,22,Monday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-01-22,01-22,January,22,Monday,175.0,Medium,Number of street condition complaints to 311
watershed_wq_total_nitrogen,2024-01-22,01-22,January,22,Monday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-01-23,01-23,January,23,Tuesday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-01-23,01-23,January,23,Tuesday,441.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,2024-01-23,01-23,January,23,Tuesday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-01-23,01-23,January,23,Tuesday,12117.0,Very Low,Number of NYC Ferry boardings
311_street_condition,2024-01-23,01-23,January,23,Tuesday,217.0,Medium,Number of street condition complaints to 311
dog_bites,2024-01-23,01-23,January,23,Tuesday,9.0,Low,Number of dog bite incidents reported to DOHMH
