source,mmdd,month,day,abundance,description
311_street_condition,08-05,August,5,High,Number of street condition complaints to 311
dog_bites,08-05,August,5,High,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,08-05,August,5,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,08-05,August,5,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,08-05,August,5,High,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,08-05,August,5,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,08-05,August,5,Very High,Number of NYC Ferry boardings
watershed_wq_total_plankton,08-05,August,5,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-05,August,5,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,08-05,August,5,Low,Number of heat and hot water complaints to 311
watershed_wq_total_phosphorus,08-05,August,5,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,08-05,August,5,Low,Number of NYPD arrests
watershed_wq_ph,08-05,August,5,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,08-05,August,5,Very High,Number of unsanitary condition complaints to 311
ferry_ridership,08-06,August,6,Medium,Number of NYC Ferry boardings
watershed_wq_total_plankton,08-06,August,6,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,08-06,August,6,High,Number of NYPD arrests
311_noise_street,08-06,August,6,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,08-06,August,6,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,08-06,August,6,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_turbidity,08-06,August,6,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,08-06,August,6,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-06,August,6,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-06,August,6,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,08-06,August,6,Low,Number of heat and hot water complaints to 311
dog_bites,08-06,August,6,Very Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,08-06,August,6,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_nitrogen,08-06,August,6,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,08-06,August,6,High,Number of street condition complaints to 311
watershed_wq_total_nitrogen,08-07,August,7,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,08-07,August,7,High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,08-07,August,7,Low,Number of NYC Ferry boardings
311_street_condition,08-07,August,7,Medium,Number of street condition complaints to 311
watershed_wq_total_plankton,08-07,August,7,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,08-07,August,7,Low,Number of street and sidewalk noise complaints to 311
arrests,08-07,August,7,Very High,Number of NYPD arrests
watershed_wq_temperature,08-07,August,7,Medium,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,08-07,August,7,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-07,August,7,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,08-07,August,7,Low,Number of heat and hot water complaints to 311
dog_bites,08-07,August,7,Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,08-07,August,7,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,08-07,August,7,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,08-07,August,7,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,08-07,August,7,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,08-08,August,8,Medium,Number of street condition complaints to 311
311_heat_hotwater,08-08,August,8,Very Low,Number of heat and hot water complaints to 311
ferry_ridership,08-08,August,8,Low,Number of NYC Ferry boardings
311_dhs,08-08,August,8,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,08-08,August,8,Very High,Number of unsanitary condition complaints to 311
watershed_wq_temperature,08-08,August,8,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,08-08,August,8,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_turbidity,08-08,August,8,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,08-08,August,8,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,08-08,August,8,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,08-08,August,8,Low,Number of dog bite incidents reported to DOHMH
arrests,08-08,August,8,Very High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,08-08,August,8,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,08-09,August,9,Medium,Number of street and sidewalk noise complaints to 311
ferry_ridership,08-09,August,9,Low,Number of NYC Ferry boardings
311_unsanitary,08-09,August,9,Very High,Number of unsanitary condition complaints to 311
311_dhs,08-09,August,9,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,08-09,August,9,High,Number of dog bite incidents reported to DOHMH
311_street_condition,08-09,August,9,Medium,Number of street condition complaints to 311
311_heat_hotwater,08-09,August,9,Very Low,Number of heat and hot water complaints to 311
arrests,08-09,August,9,High,Number of NYPD arrests
ferry_ridership,08-10,August,10,Very High,Number of NYC Ferry boardings
311_street_condition,08-10,August,10,Very Low,Number of street condition complaints to 311
dog_bites,08-10,August,10,Medium,Number of dog bite incidents reported to DOHMH
311_noise_street,08-10,August,10,Very High,Number of street and sidewalk noise complaints to 311
arrests,08-10,August,10,Medium,Number of NYPD arrests
311_heat_hotwater,08-10,August,10,Very Low,Number of heat and hot water complaints to 311
311_unsanitary,08-10,August,10,Low,Number of unsanitary condition complaints to 311
311_dhs,08-10,August,10,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_dhs,08-11,August,11,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,08-11,August,11,Very High,Number of street and sidewalk noise complaints to 311
311_street_condition,08-11,August,11,Low,Number of street condition complaints to 311
arrests,08-11,August,11,Medium,Number of NYPD arrests
dog_bites,08-11,August,11,Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,08-11,August,11,Very Low,Number of heat and hot water complaints to 311
ferry_ridership,08-11,August,11,Very High,Number of NYC Ferry boardings
311_unsanitary,08-11,August,11,Low,Number of unsanitary condition complaints to 311
arrests,08-12,August,12,Low,Number of NYPD arrests
311_noise_street,08-12,August,12,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_nitrogen,08-12,August,12,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,08-12,August,12,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,08-12,August,12,High,Number of NYC Ferry boardings
watershed_wq_temperature,08-12,August,12,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,08-12,August,12,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,08-12,August,12,Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,08-12,August,12,Very Low,Number of heat and hot water complaints to 311
watershed_wq_ph,08-12,August,12,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-12,August,12,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,08-12,August,12,Very High,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,08-12,August,12,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,08-12,August,12,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,08-12,August,12,High,Number of street condition complaints to 311
arrests,08-13,August,13,Very High,Number of NYPD arrests
311_unsanitary,08-13,August,13,Very High,Number of unsanitary condition complaints to 311
dog_bites,08-13,August,13,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_dissolved_oxygen,08-13,August,13,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,08-13,August,13,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,08-13,August,13,High,Number of street condition complaints to 311
ferry_ridership,08-13,August,13,Very High,Number of NYC Ferry boardings
watershed_wq_ph,08-13,August,13,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,08-13,August,13,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-13,August,13,Medium,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,08-13,August,13,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,08-13,August,13,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,08-13,August,13,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,08-13,August,13,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,08-13,August,13,Very Low,Number of heat and hot water complaints to 311
watershed_wq_fecal_coliform,08-13,August,13,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,08-14,August,14,Medium,Number of street condition complaints to 311
watershed_wq_fecal_coliform,08-14,August,14,Very High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_heat_hotwater,08-14,August,14,Very Low,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,08-14,August,14,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_unsanitary,08-14,August,14,Very High,Number of unsanitary condition complaints to 311
ferry_ridership,08-14,August,14,Very High,Number of NYC Ferry boardings
watershed_wq_temperature,08-14,August,14,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-14,August,14,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_dhs,08-14,August,14,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,08-14,August,14,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,08-14,August,14,Very High,Number of NYPD arrests
watershed_wq_turbidity,08-14,August,14,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,08-14,August,14,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,08-14,August,14,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,08-14,August,14,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,08-14,August,14,High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,08-15,August,15,High,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,08-15,August,15,Low,Number of heat and hot water complaints to 311
watershed_wq_fecal_coliform,08-15,August,15,High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-15,August,15,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_turbidity,08-15,August,15,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-15,August,15,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,08-15,August,15,Very High,Number of NYPD arrests
dog_bites,08-15,August,15,Very High,Number of dog bite incidents reported to DOHMH
ferry_ridership,08-15,August,15,Very High,Number of NYC Ferry boardings
311_dhs,08-15,August,15,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,08-15,August,15,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,08-15,August,15,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_street_condition,08-15,August,15,Medium,Number of street condition complaints to 311
311_unsanitary,08-15,August,15,High,Number of unsanitary condition complaints to 311
arrests,08-16,August,16,High,Number of NYPD arrests
311_noise_street,08-16,August,16,Very High,Number of street and sidewalk noise complaints to 311
311_dhs,08-16,August,16,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,08-16,August,16,High,Number of dog bite incidents reported to DOHMH
311_street_condition,08-16,August,16,Medium,Number of street condition complaints to 311
311_heat_hotwater,08-16,August,16,Low,Number of heat and hot water complaints to 311
ferry_ridership,08-16,August,16,Very High,Number of NYC Ferry boardings
311_unsanitary,08-16,August,16,High,Number of unsanitary condition complaints to 311
arrests,08-17,August,17,Low,Number of NYPD arrests
311_street_condition,08-17,August,17,Very Low,Number of street condition complaints to 311
ferry_ridership,08-17,August,17,Very High,Number of NYC Ferry boardings
311_heat_hotwater,08-17,August,17,Low,Number of heat and hot water complaints to 311
311_noise_street,08-17,August,17,Very High,Number of street and sidewalk noise complaints to 311
311_dhs,08-17,August,17,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,08-17,August,17,Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,08-17,August,17,Very Low,Number of unsanitary condition complaints to 311
dog_bites,08-18,August,18,High,Number of dog bite incidents reported to DOHMH
ferry_ridership,08-18,August,18,High,Number of NYC Ferry boardings
311_noise_street,08-18,August,18,Very High,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,08-18,August,18,Very Low,Number of heat and hot water complaints to 311
311_unsanitary,08-18,August,18,Low,Number of unsanitary condition complaints to 311
311_dhs,08-18,August,18,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,08-18,August,18,Very Low,Number of street condition complaints to 311
arrests,08-18,August,18,Very Low,Number of NYPD arrests
ferry_ridership,08-19,August,19,Medium,Number of NYC Ferry boardings
311_noise_street,08-19,August,19,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_fecal_coliform,08-19,August,19,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
dog_bites,08-19,August,19,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_ph,08-19,August,19,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-19,August,19,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,08-19,August,19,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,08-19,August,19,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_temperature,08-19,August,19,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,08-19,August,19,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_unsanitary,08-19,August,19,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,08-19,August,19,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,08-19,August,19,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,08-19,August,19,Medium,Number of NYPD arrests
311_street_condition,08-19,August,19,Very High,Number of street condition complaints to 311
311_heat_hotwater,08-19,August,19,Very Low,Number of heat and hot water complaints to 311
arrests,08-20,August,20,High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,08-20,August,20,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,08-20,August,20,High,Number of street condition complaints to 311
watershed_wq_total_phosphorus,08-20,August,20,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,08-20,August,20,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,08-20,August,20,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-20,August,20,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,08-20,August,20,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,08-20,August,20,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_unsanitary,08-20,August,20,Very High,Number of unsanitary condition complaints to 311
ferry_ridership,08-20,August,20,High,Number of NYC Ferry boardings
311_heat_hotwater,08-20,August,20,Very Low,Number of heat and hot water complaints to 311
dog_bites,08-20,August,20,Very Low,Number of dog bite incidents reported to DOHMH
311_noise_street,08-20,August,20,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_turbidity,08-20,August,20,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,08-20,August,20,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,08-21,August,21,Very High,Number of NYC Ferry boardings
311_dhs,08-21,August,21,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_turbidity,08-21,August,21,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,08-21,August,21,Low,Number of dog bite incidents reported to DOHMH
311_noise_street,08-21,August,21,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,08-21,August,21,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,08-21,August,21,High,Number of street condition complaints to 311
311_heat_hotwater,08-21,August,21,Low,Number of heat and hot water complaints to 311
arrests,08-21,August,21,Very High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,08-21,August,21,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-21,August,21,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,08-21,August,21,High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_unsanitary,08-21,August,21,Very High,Number of unsanitary condition complaints to 311
arrests,08-22,August,22,High,Number of NYPD arrests
311_noise_street,08-22,August,22,High,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,08-22,August,22,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,08-22,August,22,Very Low,Number of heat and hot water complaints to 311
watershed_wq_ph,08-22,August,22,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,08-22,August,22,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-22,August,22,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,08-22,August,22,Low,Number of dog bite incidents reported to DOHMH
311_dhs,08-22,August,22,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,08-22,August,22,Medium,Number of street condition complaints to 311
ferry_ridership,08-22,August,22,High,Number of NYC Ferry boardings
311_unsanitary,08-22,August,22,Very High,Number of unsanitary condition complaints to 311
dog_bites,08-23,August,23,Low,Number of dog bite incidents reported to DOHMH
311_noise_street,08-23,August,23,Very High,Number of street and sidewalk noise complaints to 311
311_street_condition,08-23,August,23,Medium,Number of street condition complaints to 311
ferry_ridership,08-23,August,23,Very High,Number of NYC Ferry boardings
311_heat_hotwater,08-23,August,23,Very Low,Number of heat and hot water complaints to 311
arrests,08-23,August,23,Medium,Number of NYPD arrests
311_unsanitary,08-23,August,23,Medium,Number of unsanitary condition complaints to 311
311_dhs,08-23,August,23,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,08-24,August,24,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,08-24,August,24,Very High,Number of street and sidewalk noise complaints to 311
311_unsanitary,08-24,August,24,Very Low,Number of unsanitary condition complaints to 311
311_street_condition,08-24,August,24,Very Low,Number of street condition complaints to 311
ferry_ridership,08-24,August,24,Very High,Number of NYC Ferry boardings
311_dhs,08-24,August,24,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,08-24,August,24,Low,Number of NYPD arrests
311_heat_hotwater,08-24,August,24,Very Low,Number of heat and hot water complaints to 311
311_heat_hotwater,08-25,August,25,Very Low,Number of heat and hot water complaints to 311
dog_bites,08-25,August,25,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,08-25,August,25,Very High,Number of street and sidewalk noise complaints to 311
311_unsanitary,08-25,August,25,Very Low,Number of unsanitary condition complaints to 311
311_street_condition,08-25,August,25,Low,Number of street condition complaints to 311
arrests,08-25,August,25,Very Low,Number of NYPD arrests
311_dhs,08-25,August,25,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,08-25,August,25,Very High,Number of NYC Ferry boardings
311_unsanitary,08-26,August,26,Very High,Number of unsanitary condition complaints to 311
watershed_wq_ph,08-26,August,26,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,08-26,August,26,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,08-26,August,26,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,08-26,August,26,Very Low,Number of NYPD arrests
watershed_wq_turbidity,08-26,August,26,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-26,August,26,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,08-26,August,26,Low,Number of heat and hot water complaints to 311
dog_bites,08-26,August,26,Low,Number of dog bite incidents reported to DOHMH
311_street_condition,08-26,August,26,Medium,Number of street condition complaints to 311
311_noise_street,08-26,August,26,High,Number of street and sidewalk noise complaints to 311
ferry_ridership,08-26,August,26,High,Number of NYC Ferry boardings
311_dhs,08-26,August,26,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_dhs,08-27,August,27,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,08-27,August,27,Very Low,Number of heat and hot water complaints to 311
ferry_ridership,08-27,August,27,Very High,Number of NYC Ferry boardings
311_street_condition,08-27,August,27,High,Number of street condition complaints to 311
watershed_wq_total_nitrogen,08-27,August,27,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,08-27,August,27,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,08-27,August,27,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,08-27,August,27,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_unsanitary,08-27,August,27,Very High,Number of unsanitary condition complaints to 311
arrests,08-27,August,27,High,Number of NYPD arrests
dog_bites,08-27,August,27,High,Number of dog bite incidents reported to DOHMH
311_noise_street,08-27,August,27,High,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,08-27,August,27,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,08-27,August,27,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,08-27,August,27,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
arrests,08-28,August,28,High,Number of NYPD arrests
watershed_wq_turbidity,08-28,August,28,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,08-28,August,28,Very High,Number of unsanitary condition complaints to 311
watershed_wq_ph,08-28,August,28,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,08-28,August,28,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,08-28,August,28,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,08-28,August,28,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,08-28,August,28,Medium,Number of street and sidewalk noise complaints to 311
ferry_ridership,08-28,August,28,High,Number of NYC Ferry boardings
311_heat_hotwater,08-28,August,28,Very Low,Number of heat and hot water complaints to 311
watershed_wq_total_phosphorus,08-28,August,28,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_street_condition,08-28,August,28,High,Number of street condition complaints to 311
311_dhs,08-28,August,28,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,08-28,August,28,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,08-28,August,28,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,08-29,August,29,High,Number of street and sidewalk noise complaints to 311
dog_bites,08-29,August,29,Medium,Number of dog bite incidents reported to DOHMH
311_dhs,08-29,August,29,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,08-29,August,29,High,Number of NYPD arrests
311_unsanitary,08-29,August,29,Very High,Number of unsanitary condition complaints to 311
311_heat_hotwater,08-29,August,29,Very Low,Number of heat and hot water complaints to 311
311_street_condition,08-29,August,29,Medium,Number of street condition complaints to 311
ferry_ridership,08-29,August,29,High,Number of NYC Ferry boardings
311_heat_hotwater,08-30,August,30,Very Low,Number of heat and hot water complaints to 311
dog_bites,08-30,August,30,Very High,Number of dog bite incidents reported to DOHMH
311_unsanitary,08-30,August,30,High,Number of unsanitary condition complaints to 311
ferry_ridership,08-30,August,30,High,Number of NYC Ferry boardings
311_street_condition,08-30,August,30,Medium,Number of street condition complaints to 311
311_noise_street,08-30,August,30,Very High,Number of street and sidewalk noise complaints to 311
arrests,08-30,August,30,Low,Number of NYPD arrests
311_dhs,08-30,August,30,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_dhs,08-31,August,31,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,08-31,August,31,Very High,Number of street and sidewalk noise complaints to 311
311_street_condition,08-31,August,31,Very Low,Number of street condition complaints to 311
ferry_ridership,08-31,August,31,Very High,Number of NYC Ferry boardings
dog_bites,08-31,August,31,Very High,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,08-31,August,31,Very Low,Number of heat and hot water complaints to 311
arrests,08-31,August,31,Low,Number of NYPD arrests
311_unsanitary,08-31,August,31,Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,09-01,September,1,Very Low,Number of heat and hot water complaints to 311
311_dhs,09-01,September,1,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,09-01,September,1,Low,Number of dog bite incidents reported to DOHMH
311_street_condition,09-01,September,1,Very Low,Number of street condition complaints to 311
ferry_ridership,09-01,September,1,Very High,Number of NYC Ferry boardings
311_noise_street,09-01,September,1,Very High,Number of street and sidewalk noise complaints to 311
arrests,09-01,September,1,Very Low,Number of NYPD arrests
311_unsanitary,09-01,September,1,Low,Number of unsanitary condition complaints to 311
311_dhs,09-02,September,2,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,09-02,September,2,Very High,Number of NYC Ferry boardings
311_street_condition,09-02,September,2,Very Low,Number of street condition complaints to 311
311_heat_hotwater,09-02,September,2,Very Low,Number of heat and hot water complaints to 311
dog_bites,09-02,September,2,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,09-02,September,2,Very High,Number of street and sidewalk noise complaints to 311
311_unsanitary,09-02,September,2,Low,Number of unsanitary condition complaints to 311
arrests,09-02,September,2,Very Low,Number of NYPD arrests
311_dhs,09-03,September,3,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,09-03,September,3,Very High,Number of unsanitary condition complaints to 311
311_noise_street,09-03,September,3,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,09-03,September,3,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
